"Timestamp","UserID","UserPersona","PageVisited","Action","TrafficSource","DeviceType","Browser","Location","TimeOnPage_Sec","PurchaseValue"
2025-06-01 00:09:00,"User_320","Budget Shopper","Category_HomeGoods","EmailOpen","Direct","Desktop","Chrome","Sydney",55,NA
2025-06-01 00:09:00,"User_338","Tech Enthusiast","Product_Sneakers_Pro","Purchase","Social Media","Mobile","Safari","Sydney",383,98.09
2025-06-01 00:09:00,"User_35","Loyal Customer","Product_Sneakers_Pro","EmailOpen","Paid Search","Mobile","Chrome","London",38,NA
2025-06-01 00:09:00,"User_446","Budget Shopper","Product_Sneakers_Pro","FormSubmit","Paid Search","Desktop","Safari","Tokyo",74,NA
2025-06-01 00:09:00,"User_74","Fashion Buyer","Blog_Post_Fashion","Purchase","Direct","Mobile","Safari","Dubai",137,50.89
2025-06-01 00:10:00,"User_141","Fashion Buyer","Product_Sneakers_Pro","View","Organic Search","Mobile","Firefox","Mumbai",459,NA
2025-06-01 00:10:00,"User_25","Fashion Buyer","Category_Electronics","Unsubscribe","Social Media","Desktop","Chrome","Sydney",NA,NA
2025-06-01 00:10:00,"User_261","Loyal Customer","Blog_Post_AI","EmailOpen","Paid Search","Mobile","Chrome","New York",31,NA
2025-06-01 00:10:00,"User_330","Casual Browser","Blog_Post_AI","EmailClick","Direct","Mobile","Chrome","Mumbai",12,NA
2025-06-01 00:10:00,"User_449","Budget Shopper","Product_Smartwatch_Z","FormSubmit","Paid Search","Desktop","Chrome","New York",86,NA
2025-06-01 00:10:00,"User_90","Fashion Buyer","Category_Apparel","AddToCart","Organic Search","Mobile","Safari","Tokyo",97,NA
2025-06-01 00:11:00,"User_135","Casual Browser","Product_Headphones_Y","EmailOpen","Social Media","Desktop","Firefox","Mumbai",52,NA
2025-06-01 00:11:00,"User_494","Fashion Buyer","Product_Laptop_X","EmailOpen","Paid Search","Mobile","Edge","Berlin",59,NA
2025-06-01 00:11:00,"User_80","Casual Browser","AboutUs","Purchase","Social Media","Desktop","Edge","Mumbai",179,362.88
2025-06-01 00:12:00,"User_215","Loyal Customer","Blog_Post_AI","EmailClick","Paid Search","Mobile","Chrome","Berlin",21,NA
2025-06-01 00:12:00,"User_241","Fashion Buyer","Product_Dress_Evening","AddToCart","Paid Search","Mobile","Chrome","Mumbai",149,NA
2025-06-01 00:12:00,"User_271","Fashion Buyer","Category_HomeGoods","EmailOpen","Direct","Mobile","Edge","New York",25,NA
2025-06-01 00:12:00,"User_38","Casual Browser","Product_Dress_Evening","EmailClick","Paid Search","Mobile","Safari","Mumbai",28,NA
2025-06-01 00:12:00,"User_46","Loyal Customer","Product_Jeans_SlimFit","AddToCart","Direct","Desktop","Chrome","Mumbai",53,NA
2025-06-01 00:12:00,"User_483","Fashion Buyer","Blog_Post_AI","EmailClick","Direct","Mobile","Edge","Mumbai",20,NA
2025-06-01 00:13:00,"User_149","Casual Browser","SupportPage","EmailClick","Paid Search","Mobile","Chrome","Mumbai",13,NA
2025-06-01 00:13:00,"User_284","Tech Enthusiast","Product_Headphones_Y","EmailClick","Social Media","Mobile","Firefox","Paris",14,NA
2025-06-01 00:13:00,"User_356","Casual Browser","Product_Sneakers_Pro","View","Paid Search","Mobile","Chrome","New York",333,NA
2025-06-01 00:13:00,"User_54","Casual Browser","Homepage","EmailOpen","Social Media","Desktop","Chrome","Dubai",11,NA
2025-06-01 00:14:00,"User_151","Fashion Buyer","Product_Laptop_X","Unsubscribe","Social Media","Mobile","Chrome","Sydney",NA,NA
2025-06-01 00:14:00,"User_195","Tech Enthusiast","Blog_Post_AI","View","Social Media","Mobile","Safari","Tokyo",149,NA
2025-06-01 00:14:00,"User_21","Tech Enthusiast","Homepage","EmailOpen","Email Campaign","Mobile","Edge","New York",19,NA
2025-06-01 00:14:00,"User_292","Casual Browser","Category_Electronics","Unsubscribe","Social Media","Mobile","Chrome","Sydney",NA,NA
2025-06-01 00:14:00,"User_298","Budget Shopper","Product_Jeans_SlimFit","AddToCart","Referral","Mobile","Chrome","Sydney",126,NA
2025-06-01 00:14:00,"User_33","Tech Enthusiast","Category_HomeGoods","EmailClick","Direct","Desktop","Safari","Sydney",49,NA
2025-06-01 00:14:00,"User_406","Casual Browser","Product_Laptop_X","EmailOpen","Paid Search","Tablet","Safari","London",32,NA
2025-06-01 00:14:00,"User_481","Casual Browser","Product_Smartwatch_Z","View","Social Media","Mobile","Firefox","Tokyo",349,NA
2025-06-01 00:15:00,"User_110","Fashion Buyer","Category_Electronics","FormSubmit","Direct","Mobile","Firefox","New York",169,NA
2025-06-01 00:15:00,"User_125","Budget Shopper","Product_Smartwatch_Z","AddToCart","Paid Search","Mobile","Chrome","Tokyo",39,NA
2025-06-01 00:15:00,"User_170","Loyal Customer","Product_Laptop_X","Purchase","Social Media","Desktop","Edge","Berlin",479,330.95
2025-06-01 00:15:00,"User_393","Budget Shopper","Product_Smartwatch_Z","Purchase","Social Media","Desktop","Safari","Dubai",418,88.7
2025-06-01 00:15:00,"User_396","Tech Enthusiast","SupportPage","FormSubmit","Social Media","Mobile","Firefox","Paris",215,NA
2025-06-01 00:16:00,"User_128","Fashion Buyer","Category_HomeGoods","View","Social Media","Desktop","Firefox","Berlin",14,NA
2025-06-01 00:16:00,"User_490","Budget Shopper","Blog_Post_Fashion","EmailClick","Organic Search","Desktop","Edge","London",20,NA
2025-06-01 00:16:00,"User_492","Tech Enthusiast","Blog_Post_Fashion","EmailClick","Organic Search","Desktop","Chrome","London",58,NA
2025-06-01 00:16:00,"User_82","Tech Enthusiast","Blog_Post_Fashion","EmailClick","Paid Search","Desktop","Safari","London",7,NA
2025-06-01 00:17:00,"User_233","Loyal Customer","Blog_Post_AI","Purchase","Paid Search","Desktop","Chrome","Sydney",180,391.39
2025-06-01 00:17:00,"User_4","Casual Browser","Category_HomeGoods","AddToCart","Paid Search","Mobile","Safari","Paris",176,NA
2025-06-01 00:17:00,"User_40","Fashion Buyer","Product_Sneakers_Pro","Purchase","Organic Search","Desktop","Safari","Sydney",457,197.3
2025-06-01 00:17:00,"User_94","Tech Enthusiast","Product_Jeans_SlimFit","EmailClick","Social Media","Desktop","Safari","Sydney",35,NA
2025-06-01 00:18:00,"User_169","Fashion Buyer","Product_Smartwatch_Z","Unsubscribe","Paid Search","Desktop","Safari","Tokyo",NA,NA
2025-06-01 00:18:00,"User_362","Fashion Buyer","Product_Headphones_Y","EmailClick","Paid Search","Mobile","Firefox","New York",10,NA
2025-06-01 00:18:00,"User_91","Tech Enthusiast","Product_Headphones_Y","FormSubmit","Organic Search","Desktop","Firefox","New York",223,NA
2025-06-01 00:19:00,"User_41","Loyal Customer","AboutUs","View","Social Media","Tablet","Edge","Paris",357,NA
2025-06-01 00:19:00,"User_412","Budget Shopper","Category_Apparel","Purchase","Direct","Desktop","Safari","Sydney",300,175.31
2025-06-01 00:20:00,"User_113","Tech Enthusiast","Category_Electronics","View","Paid Search","Desktop","Edge","Tokyo",330,NA
2025-06-01 00:20:00,"User_477","Loyal Customer","Product_Dress_Evening","AddToCart","Email Campaign","Desktop","Safari","London",60,NA
2025-06-01 00:20:00,"User_99","Loyal Customer","Product_Laptop_X","Purchase","Organic Search","Mobile","Chrome","Berlin",252,115.74
2025-06-01 00:21:00,"User_147","Casual Browser","Product_Smartwatch_Z","View","Organic Search","Mobile","Chrome","Tokyo",594,NA
2025-06-01 00:21:00,"User_159","Fashion Buyer","Product_Laptop_X","EmailClick","Social Media","Desktop","Firefox","Mumbai",32,NA
2025-06-01 00:21:00,"User_238","Budget Shopper","Product_Smartwatch_Z","EmailOpen","Email Campaign","Desktop","Chrome","Dubai",16,NA
2025-06-01 00:21:00,"User_321","Budget Shopper","Product_Smartwatch_Z","EmailOpen","Organic Search","Mobile","Firefox","Mumbai",20,NA
2025-06-01 00:21:00,"User_427","Tech Enthusiast","Product_Sneakers_Pro","FormSubmit","Organic Search","Desktop","Firefox","Paris",283,NA
2025-06-01 00:22:00,"User_21","Tech Enthusiast","Product_Jeans_SlimFit","AddToCart","Direct","Mobile","Safari","Dubai",122,NA
2025-06-01 00:22:00,"User_336","Casual Browser","Product_Laptop_X","EmailClick","Email Campaign","Desktop","Chrome","Berlin",35,NA
2025-06-01 00:22:00,"User_444","Tech Enthusiast","Product_Laptop_X","Unsubscribe","Referral","Tablet","Edge","Berlin",NA,NA
2025-06-01 00:22:00,"User_499","Tech Enthusiast","Product_Dress_Evening","Purchase","Social Media","Mobile","Chrome","Berlin",159,441.48
2025-06-01 00:22:00,"User_50","Casual Browser","Product_Smartwatch_Z","View","Social Media","Tablet","Chrome","Mumbai",271,NA
2025-06-01 00:22:00,"User_83","Loyal Customer","Homepage","Purchase","Organic Search","Mobile","Safari","New York",600,351.32
2025-06-01 00:23:00,"User_230","Tech Enthusiast","AboutUs","View","Paid Search","Mobile","Firefox","New York",29,NA
2025-06-01 00:23:00,"User_381","Casual Browser","Category_Apparel","View","Organic Search","Desktop","Firefox","Mumbai",401,NA
2025-06-01 00:23:00,"User_456","Casual Browser","ContactUs","Unsubscribe","Organic Search","Desktop","Chrome","London",NA,NA
2025-06-01 00:23:00,"User_472","Fashion Buyer","Category_Apparel","Unsubscribe","Organic Search","Mobile","Safari","Paris",NA,NA
2025-06-01 00:23:00,"User_93","Tech Enthusiast","ContactUs","EmailOpen","Paid Search","Mobile","Chrome","Berlin",17,NA
2025-06-01 00:24:00,"User_108","Fashion Buyer","Homepage","EmailOpen","Organic Search","Mobile","Chrome","Tokyo",5,NA
2025-06-01 00:24:00,"User_141","Fashion Buyer","Category_HomeGoods","Purchase","Social Media","Mobile","Chrome","London",459,224.95
2025-06-01 00:24:00,"User_16","Budget Shopper","AboutUs","EmailClick","Organic Search","Tablet","Edge","Sydney",24,NA
2025-06-01 00:24:00,"User_29","Budget Shopper","Category_HomeGoods","Unsubscribe","Email Campaign","Mobile","Chrome","Mumbai",NA,NA
2025-06-01 00:24:00,"User_410","Casual Browser","Product_Laptop_X","Unsubscribe","Referral","Mobile","Firefox","Sydney",NA,NA
2025-06-01 00:25:00,"User_145","Tech Enthusiast","ContactUs","View","Paid Search","Mobile","Chrome","Paris",175,NA
2025-06-01 00:25:00,"User_164","Tech Enthusiast","Blog_Post_AI","AddToCart","Paid Search","Mobile","Firefox","Sydney",46,NA
2025-06-01 00:25:00,"User_199","Casual Browser","Product_Headphones_Y","Unsubscribe","Paid Search","Mobile","Edge","London",NA,NA
2025-06-01 00:25:00,"User_423","Budget Shopper","Product_Dress_Evening","View","Social Media","Mobile","Edge","Dubai",371,NA
2025-06-01 00:25:00,"User_441","Loyal Customer","Category_HomeGoods","EmailOpen","Paid Search","Desktop","Safari","Tokyo",11,NA
2025-06-01 00:25:00,"User_87","Budget Shopper","Category_Apparel","Purchase","Paid Search","Mobile","Firefox","Dubai",316,144.49
2025-06-01 00:26:00,"User_270","Loyal Customer","Product_Smartwatch_Z","Purchase","Social Media","Mobile","Chrome","Paris",564,107.64
2025-06-01 00:26:00,"User_305","Tech Enthusiast","Product_Sneakers_Pro","Unsubscribe","Organic Search","Mobile","Safari","Tokyo",NA,NA
2025-06-01 00:26:00,"User_311","Casual Browser","Category_HomeGoods","View","Organic Search","Mobile","Chrome","Mumbai",478,NA
2025-06-01 00:26:00,"User_326","Fashion Buyer","Category_HomeGoods","FormSubmit","Direct","Mobile","Chrome","Paris",258,NA
2025-06-01 00:26:00,"User_464","Tech Enthusiast","Product_Headphones_Y","Unsubscribe","Social Media","Mobile","Safari","Paris",NA,NA
2025-06-01 00:26:00,"User_500","Casual Browser","AboutUs","Unsubscribe","Organic Search","Mobile","Chrome","New York",NA,NA
2025-06-01 00:26:00,"User_70","Loyal Customer","Category_Apparel","FormSubmit","Paid Search","Mobile","Chrome","New York",156,NA
2025-06-01 00:27:00,"User_129","Budget Shopper","Category_HomeGoods","EmailOpen","Organic Search","Tablet","Chrome","Tokyo",14,NA
2025-06-01 00:27:00,"User_158","Tech Enthusiast","Homepage","EmailOpen","Paid Search","Mobile","Chrome","Sydney",7,NA
2025-06-01 00:27:00,"User_219","Casual Browser","Product_Sneakers_Pro","FormSubmit","Organic Search","Mobile","Edge","New York",154,NA
2025-06-01 00:27:00,"User_225","Tech Enthusiast","Product_Dress_Evening","EmailClick","Social Media","Tablet","Edge","Paris",19,NA
2025-06-01 00:27:00,"User_232","Fashion Buyer","ContactUs","EmailClick","Paid Search","Mobile","Chrome","Mumbai",44,NA
2025-06-01 00:27:00,"User_463","Fashion Buyer","Category_Apparel","EmailClick","Organic Search","Mobile","Chrome","Paris",30,NA
2025-06-01 00:27:00,"User_63","Loyal Customer","Homepage","Unsubscribe","Social Media","Mobile","Safari","Mumbai",NA,NA
2025-06-01 00:28:00,"User_112","Budget Shopper","Product_Jeans_SlimFit","Unsubscribe","Social Media","Desktop","Chrome","Mumbai",NA,NA
2025-06-01 00:28:00,"User_116","Loyal Customer","Product_Sneakers_Pro","Unsubscribe","Social Media","Desktop","Chrome","Paris",NA,NA
2025-06-01 00:28:00,"User_15","Tech Enthusiast","Blog_Post_Fashion","FormSubmit","Paid Search","Desktop","Safari","Sydney",89,NA
2025-06-01 00:28:00,"User_314","Tech Enthusiast","SupportPage","View","Organic Search","Mobile","Chrome","New York",18,NA
2025-06-01 00:28:00,"User_421","Fashion Buyer","Product_Headphones_Y","Purchase","Direct","Desktop","Safari","London",32,342.03
2025-06-01 00:28:00,"User_453","Loyal Customer","Product_Sneakers_Pro","View","Referral","Desktop","Firefox","Sydney",27,NA
2025-06-01 00:28:00,"User_468","Fashion Buyer","Product_Jeans_SlimFit","Unsubscribe","Email Campaign","Tablet","Firefox","Dubai",NA,NA
2025-06-01 00:28:00,"User_473","Budget Shopper","SupportPage","EmailClick","Social Media","Desktop","Firefox","Sydney",10,NA
2025-06-01 00:28:00,"User_495","Casual Browser","Product_Headphones_Y","Purchase","Social Media","Mobile","Safari","New York",80,207.42
2025-06-01 00:28:00,"User_5","Fashion Buyer","Blog_Post_AI","Purchase","Organic Search","Mobile","Safari","New York",290,68.22
2025-06-01 00:29:00,"User_165","Casual Browser","Product_Jeans_SlimFit","Purchase","Organic Search","Desktop","Chrome","Sydney",110,360.31
2025-06-01 00:29:00,"User_18","Casual Browser","Category_HomeGoods","AddToCart","Paid Search","Mobile","Chrome","Paris",45,NA
2025-06-01 00:29:00,"User_301","Loyal Customer","Product_Headphones_Y","EmailClick","Organic Search","Mobile","Firefox","Berlin",57,NA
2025-06-01 00:29:00,"User_355","Fashion Buyer","Product_Laptop_X","AddToCart","Social Media","Mobile","Chrome","Mumbai",118,NA
2025-06-01 00:29:00,"User_362","Fashion Buyer","Product_Jeans_SlimFit","View","Paid Search","Desktop","Chrome","New York",29,NA
2025-06-01 00:29:00,"User_388","Loyal Customer","Product_Smartwatch_Z","EmailClick","Direct","Desktop","Edge","Paris",24,NA
2025-06-01 00:29:00,"User_455","Casual Browser","SupportPage","View","Organic Search","Desktop","Safari","Paris",382,NA
2025-06-01 00:29:00,"User_485","Loyal Customer","Homepage","View","Paid Search","Desktop","Chrome","Sydney",311,NA
2025-06-01 00:30:00,"User_275","Fashion Buyer","Product_Smartwatch_Z","FormSubmit","Email Campaign","Mobile","Edge","New York",77,NA
2025-06-01 00:30:00,"User_280","Loyal Customer","Category_Electronics","View","Organic Search","Mobile","Edge","Tokyo",232,NA
2025-06-01 00:30:00,"User_41","Loyal Customer","ContactUs","EmailOpen","Direct","Mobile","Firefox","Dubai",34,NA
2025-06-01 00:30:00,"User_51","Fashion Buyer","Product_Headphones_Y","View","Organic Search","Desktop","Chrome","New York",553,NA
2025-06-01 00:31:00,"User_143","Loyal Customer","Blog_Post_Fashion","Purchase","Direct","Mobile","Chrome","Dubai",371,477.41
2025-06-01 00:31:00,"User_349","Casual Browser","Blog_Post_AI","AddToCart","Organic Search","Mobile","Chrome","Berlin",177,NA
2025-06-01 00:31:00,"User_42","Loyal Customer","Product_Headphones_Y","AddToCart","Direct","Desktop","Firefox","London",88,NA
2025-06-01 00:31:00,"User_429","Fashion Buyer","Category_Apparel","View","Direct","Mobile","Safari","Mumbai",579,NA
2025-06-01 00:32:00,"User_131","Fashion Buyer","Product_Jeans_SlimFit","AddToCart","Paid Search","Mobile","Firefox","Sydney",158,NA
2025-06-01 00:32:00,"User_146","Casual Browser","Product_Jeans_SlimFit","EmailClick","Paid Search","Mobile","Chrome","London",34,NA
2025-06-01 00:32:00,"User_308","Tech Enthusiast","Blog_Post_AI","AddToCart","Email Campaign","Mobile","Firefox","Berlin",34,NA
2025-06-01 00:32:00,"User_342","Budget Shopper","AboutUs","Unsubscribe","Referral","Mobile","Chrome","Sydney",NA,NA
2025-06-01 00:32:00,"User_89","Loyal Customer","Blog_Post_Fashion","View","Organic Search","Mobile","Chrome","London",430,NA
2025-06-01 00:33:00,"User_109","Tech Enthusiast","Category_Electronics","View","Paid Search","Mobile","Safari","Tokyo",299,NA
2025-06-01 00:33:00,"User_111","Casual Browser","Product_Jeans_SlimFit","Purchase","Paid Search","Mobile","Edge","Dubai",581,371.52
2025-06-01 00:33:00,"User_179","Budget Shopper","Product_Dress_Evening","FormSubmit","Paid Search","Mobile","Safari","Berlin",235,NA
2025-06-01 00:33:00,"User_239","Fashion Buyer","Product_Sneakers_Pro","View","Email Campaign","Mobile","Safari","Paris",512,NA
2025-06-01 00:33:00,"User_257","Budget Shopper","Category_Apparel","Purchase","Paid Search","Mobile","Chrome","Mumbai",309,138.68
2025-06-01 00:33:00,"User_75","Casual Browser","Category_Apparel","EmailClick","Organic Search","Mobile","Safari","New York",29,NA
2025-06-01 00:34:00,"User_163","Tech Enthusiast","Product_Dress_Evening","EmailOpen","Organic Search","Desktop","Firefox","New York",15,NA
2025-06-01 00:34:00,"User_314","Tech Enthusiast","Category_Apparel","Purchase","Organic Search","Mobile","Chrome","Tokyo",61,338.55
2025-06-01 00:34:00,"User_34","Budget Shopper","Homepage","FormSubmit","Social Media","Mobile","Chrome","New York",107,NA
2025-06-01 00:34:00,"User_36","Budget Shopper","Blog_Post_AI","EmailOpen","Social Media","Mobile","Firefox","Paris",13,NA
2025-06-01 00:34:00,"User_500","Casual Browser","Homepage","View","Social Media","Mobile","Safari","Mumbai",413,NA
2025-06-01 00:34:00,"User_96","Tech Enthusiast","Category_Electronics","AddToCart","Organic Search","Mobile","Edge","London",62,NA
2025-06-01 00:35:00,"User_108","Fashion Buyer","SupportPage","View","Social Media","Desktop","Firefox","Sydney",223,NA
2025-06-01 00:35:00,"User_14","Fashion Buyer","Category_Apparel","View","Paid Search","Mobile","Chrome","Paris",6,NA
2025-06-01 00:35:00,"User_222","Tech Enthusiast","Category_HomeGoods","View","Email Campaign","Mobile","Safari","Paris",35,NA
2025-06-01 00:35:00,"User_310","Budget Shopper","Blog_Post_AI","AddToCart","Organic Search","Mobile","Firefox","London",131,NA
2025-06-01 00:35:00,"User_332","Loyal Customer","Blog_Post_Fashion","View","Direct","Mobile","Chrome","Sydney",261,NA
2025-06-01 00:35:00,"User_482","Budget Shopper","Category_HomeGoods","Unsubscribe","Social Media","Desktop","Edge","Paris",NA,NA
2025-06-01 00:36:00,"User_193","Tech Enthusiast","Category_Apparel","Unsubscribe","Organic Search","Mobile","Safari","Sydney",NA,NA
2025-06-01 00:36:00,"User_200","Loyal Customer","Blog_Post_AI","EmailOpen","Social Media","Tablet","Safari","Paris",36,NA
2025-06-01 00:36:00,"User_202","Tech Enthusiast","Blog_Post_AI","FormSubmit","Paid Search","Mobile","Chrome","Mumbai",248,NA
2025-06-01 00:36:00,"User_247","Budget Shopper","Category_Apparel","AddToCart","Organic Search","Desktop","Edge","Berlin",158,NA
2025-06-01 00:36:00,"User_321","Budget Shopper","SupportPage","Unsubscribe","Direct","Mobile","Chrome","Paris",NA,NA
2025-06-01 00:37:00,"User_283","Fashion Buyer","Category_HomeGoods","Purchase","Paid Search","Mobile","Safari","Mumbai",358,31.99
2025-06-01 00:37:00,"User_448","Budget Shopper","Product_Smartwatch_Z","View","Direct","Mobile","Chrome","Sydney",418,NA
2025-06-01 00:37:00,"User_52","Fashion Buyer","Category_Electronics","Unsubscribe","Social Media","Mobile","Chrome","Berlin",NA,NA
2025-06-01 00:38:00,"User_255","Tech Enthusiast","AboutUs","EmailClick","Social Media","Mobile","Chrome","Sydney",11,NA
2025-06-01 00:38:00,"User_351","Tech Enthusiast","ContactUs","AddToCart","Paid Search","Tablet","Firefox","Tokyo",136,NA
2025-06-01 00:38:00,"User_424","Tech Enthusiast","Homepage","AddToCart","Referral","Mobile","Safari","Berlin",103,NA
2025-06-01 00:38:00,"User_430","Fashion Buyer","Category_Apparel","AddToCart","Organic Search","Mobile","Edge","Tokyo",98,NA
2025-06-01 00:38:00,"User_477","Loyal Customer","Product_Laptop_X","Purchase","Paid Search","Desktop","Chrome","Paris",278,404.17
2025-06-01 00:39:00,"User_12","Tech Enthusiast","Product_Laptop_X","Unsubscribe","Referral","Desktop","Chrome","Sydney",NA,NA
2025-06-01 00:39:00,"User_135","Casual Browser","Category_Apparel","EmailOpen","Organic Search","Mobile","Chrome","Dubai",22,NA
2025-06-01 00:39:00,"User_254","Fashion Buyer","ContactUs","FormSubmit","Organic Search","Mobile","Chrome","Paris",125,NA
2025-06-01 00:39:00,"User_289","Budget Shopper","Category_HomeGoods","Purchase","Paid Search","Mobile","Firefox","Berlin",432,185.03
2025-06-01 00:39:00,"User_345","Fashion Buyer","SupportPage","View","Paid Search","Desktop","Safari","Tokyo",283,NA
2025-06-01 00:39:00,"User_494","Fashion Buyer","Blog_Post_Fashion","AddToCart","Social Media","Desktop","Firefox","Dubai",170,NA
2025-06-01 00:39:00,"User_83","Loyal Customer","ContactUs","EmailClick","Organic Search","Desktop","Chrome","Mumbai",40,NA
2025-06-01 00:40:00,"User_451","Loyal Customer","SupportPage","Purchase","Social Media","Mobile","Chrome","London",400,127.04
2025-06-01 00:40:00,"User_96","Tech Enthusiast","Product_Dress_Evening","Purchase","Direct","Desktop","Safari","New York",451,246.84
2025-06-01 00:41:00,"User_100","Fashion Buyer","Product_Headphones_Y","View","Social Media","Mobile","Chrome","Sydney",26,NA
2025-06-01 00:41:00,"User_161","Casual Browser","Product_Smartwatch_Z","EmailClick","Paid Search","Desktop","Chrome","Berlin",28,NA
2025-06-01 00:41:00,"User_172","Tech Enthusiast","Category_HomeGoods","View","Social Media","Mobile","Chrome","Berlin",86,NA
2025-06-01 00:41:00,"User_241","Fashion Buyer","AboutUs","Unsubscribe","Organic Search","Mobile","Firefox","Mumbai",NA,NA
2025-06-01 00:41:00,"User_273","Fashion Buyer","SupportPage","Purchase","Paid Search","Tablet","Firefox","Dubai",496,334.8
2025-06-01 00:41:00,"User_292","Casual Browser","Product_Smartwatch_Z","EmailClick","Organic Search","Mobile","Edge","Tokyo",45,NA
2025-06-01 00:41:00,"User_373","Tech Enthusiast","Blog_Post_Fashion","EmailOpen","Referral","Mobile","Firefox","Sydney",54,NA
2025-06-01 00:41:00,"User_378","Budget Shopper","AboutUs","EmailClick","Social Media","Mobile","Chrome","London",10,NA
2025-06-01 00:41:00,"User_416","Casual Browser","Blog_Post_AI","View","Social Media","Tablet","Edge","Dubai",524,NA
2025-06-01 00:41:00,"User_423","Budget Shopper","Product_Headphones_Y","AddToCart","Referral","Mobile","Safari","New York",45,NA
2025-06-01 00:41:00,"User_426","Loyal Customer","Product_Jeans_SlimFit","Purchase","Email Campaign","Desktop","Chrome","Mumbai",499,71.96
2025-06-01 00:42:00,"User_149","Casual Browser","Category_Electronics","EmailClick","Referral","Mobile","Firefox","London",12,NA
2025-06-01 00:42:00,"User_165","Casual Browser","Product_Laptop_X","Purchase","Paid Search","Mobile","Chrome","New York",82,415.82
2025-06-01 00:42:00,"User_167","Fashion Buyer","Homepage","View","Organic Search","Mobile","Chrome","Mumbai",37,NA
2025-06-01 00:42:00,"User_308","Tech Enthusiast","Product_Jeans_SlimFit","FormSubmit","Paid Search","Desktop","Chrome","Paris",146,NA
2025-06-01 00:42:00,"User_395","Fashion Buyer","ContactUs","EmailOpen","Referral","Desktop","Edge","Paris",9,NA
2025-06-01 00:42:00,"User_454","Fashion Buyer","Product_Sneakers_Pro","View","Organic Search","Desktop","Chrome","Dubai",520,NA
2025-06-01 00:42:00,"User_46","Loyal Customer","Category_Electronics","EmailOpen","Organic Search","Mobile","Firefox","Sydney",8,NA
2025-06-01 00:42:00,"User_91","Tech Enthusiast","Product_Jeans_SlimFit","EmailClick","Referral","Mobile","Chrome","Mumbai",23,NA
2025-06-01 00:43:00,"User_124","Casual Browser","Homepage","View","Paid Search","Mobile","Firefox","Berlin",440,NA
2025-06-01 00:43:00,"User_286","Casual Browser","Product_Smartwatch_Z","EmailClick","Referral","Desktop","Chrome","London",49,NA
2025-06-01 00:43:00,"User_320","Budget Shopper","AboutUs","View","Organic Search","Tablet","Chrome","Paris",266,NA
2025-06-01 00:43:00,"User_361","Budget Shopper","AboutUs","Purchase","Organic Search","Mobile","Chrome","Dubai",458,172.59
2025-06-01 00:43:00,"User_401","Loyal Customer","AboutUs","EmailOpen","Paid Search","Tablet","Chrome","Paris",32,NA
